powerTypes
PowerName,PowerID,OrderID,DevNotes,MissionTags,Priority,CastSoundEvent,HitSoundEvent,ItemHitSoundEvent,TargetMethod,ParentItem,OriginPower,IsAirPower,IsSignature,IsAntiair,SigModeSwapsMove,AoERadiusX,AoERadiusY,CenterOffsetX,CenterOffsetY,CastImpulseX,CastImpulseY,FireImpulseX,FireImpulseY,FireImpulseMaxX,ImpulseMaxOnDCOnly,SpeedLimit,SpeedLimitY,SpeedLimitAttack,SpeedLimitBackward,SpeedLimitAttackBackward,SelfImpulseOnHit,EndOnHit,CancelGravity,WallCancel,AllowMove,AllowRecoverMove,AllowJumpDuringRecover,AllowLeaveGround,AllowHitOnZeroDamage,AccelMult,BackwardAccelMult,TurnOffDampening,KeepGroundFriction,IgnoreGroundRestrict,DoNotBounceOffNoSlideCeiling,NoSlideCeilingBuffer,CastAnim,Hurtbox,CastTime,FixedRecoverTime,RecoverTime,AntigravTime,GCancelTime,IgnoreForcedFallTime,ShowCloudTime,CooldownTime,IgnoreCDOverride,OnHitCooldownTime,ShakeTime,DisableShake,OnlyShakeOnce,ShakeAllCams,FixedMinChargeTime,MinCancelTime,LoseInvulnTime,BaseDamage,VariableImpulse,FixedImpulse,MinimumImpulse,PostHitDamageMultiplier,PostHitImpulseMultiplier,ImpulseOffsetX,ImpulseOffsetY,ImpulseOffsetMaxX,ImpulseToPoint,ToPointChangeX,ToPointChangeY,ToPointChangeDmg,LockTo45Degrees,DownwardForceMult,MirrorImpulseOffset,MirrorOffsetCenter,IgnoreStrength,AcceptInput,HeldDirOffsets,DIMaxAngle,ImpulseOnHeavy,ItemSpeedDamage,ItemSpeedImpulse,ItemHitElasticity,AirTimeMultOnly,IsMultihit,MinTimeBetweenHits,InheritAlreadyHit,InterruptThreshold,CanDamageEveryone,CanAssist,ConsumesWeapon,FixedStunTime,HoldHitEnts,HoldOffsetX,HoldOffsetY,UpdateHeldEnts,DestroysItemOnHit,GrabInterpolateTime,GrabAnim,GrabAnimSpeed,GrabForceUpdate,Uninterruptable,CanChangeDirection,ComboName,ComboOverrideIfHit,ComboOverrideIfRelease,ComboOverrideIfWall,ComboOverrideIfButton,OriginOverrideIfInMode,ComboOverrideIfDir,ComboOverrideIfInterrupt,IgnoreButtonOnHit,IgnoreButtonOnMiss,ComboUseSameTargetPos,UseCollisionAsTargetPos,ComboUseTargetAsSource,ComboUseSameSourcePos,BGPowerOnFire,BGCastIdx,AllowBGInterrupt,PopulateActivePowerHits,PopulateBGHits,ExhaustedVersion,GCVersion,MomentumVersion,TeamTauntPower,AnimLayer,FXLayer,IsWorldCastGfx,CustomArtCastGfx,DelayCastGfxToFirstFire,DelayCastGFXCleanUp,CastAnimSource,DoNotSendSync,IsThrow,CannotAttackAroundCorners,ForceHitThroughSoftPlat,ForceFaceRight,CollisionPowerOffSetX,CollisionPowerOffSetY,CastGfx.AnimFile,CastGfx.AnimClass,CastGfx.AnimScale,CastGfx.FireAndForget,CastGfx.MoveAnimSpeed,CastGfx.FlipAnim,CastGfx.Tint,CastGfxRotation,IsWorldFireGfx,IsAttackFireGfx,CustomArtFireGfx,FireAnimSource,FireGfx.AnimFile,FireGfx.AnimClass,FireGfx.AnimScale,FireGfx.FireAndForget,FireGfx.MoveAnimSpeed,FireGfx.FlipAnim,FireGfx.Tint,FireGfxRotation,IsWorldHitGfx,OnlyOnceHitGfx,OwnerFacingHitGfx,PlayHitGfxBehind,HitAnimSource,HitReactAnim,HitGfx.AnimFile,HitGfx.AnimClass,HitGfx.AnimScale,HitGfx.FireAndForget,HitGfx.Tint
CannonSmashSideComboRoboengineer,2929,670,Roboengineer Side Cannon - cannon blast if no wall,,,,Once:SPC_Seven_Cannon_Side_C_Hit_Play,,SmashRelease,Cannon,CannonSmashSideRoboengineer,,TRUE,,,"80,72,87&76,83,84","80,52,47&28,57,63","80,310,435&330,495,510","80,-20,-7&-16,-5,-15",,,"0,0,-40,-30~-10,-8~0",0,,,,,,,,,,,,,,,TRUE,,,,,,,,,,RoboengSCannon,"0:1@36,0:2@37,0:1@38,0:2@39,0:2@40",23,,16,10,,0,,,,,,,,,,,"0,22,0,0,0","0,50,0,0,0","0,55,0,0,0",70,,,1500,-300,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,CannonSmashSideBGRoboengineer,4,,,true,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashSideBGRoboengineer,2965,670,Roboengineer Side Cannon - projectile from cannon blast,,,,Once:SPC_Seven_Cannon_Side_C_Hit_Play,,SmashReleaseCollider,Cannon,CannonSmashSideRoboengineer,,TRUE,,,10&34&38&51,10&35&37&46,"450&424&314&367,475&449&339&392,500&474&364&417,525&499&389&442,550&524&414&467",-30&-31&-27&-30,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,"0:0,0:0,0:0,0:0,0:0",,,,,,,,,,,,,,,,,22,50,55,70,,,1500,-300,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,28,,,,,,,,,,,,CannonSmashSideBG2Roboengineer,,,CannonSmashSideBGWallRoboengineer,,,,CannonSmashSideBGInterruptRoboengineer,,,,true,,,,,true,true,,,,,,,,TRUE,,,TRUE,L:TargetPos,,,TRUE,,,,,SFX_Roboengineer.swf,a_Roboengineer1Projectile1,1,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashSideBG2Roboengineer,2966,670,Roboengineer Side Cannon - projectile explosion (if air),,,,Once:SPC_Seven_Cannon_Side_C_Hit_Play,,SmashReleasePathExplosion,Cannon,CannonSmashSideRoboengineer,,TRUE,,,"61,66,66,61","55,59,59,55","-5,22,32,-5","-3,11,11,-3",,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,"0:1,0:2,0:1,0:20",,,,,,,,,,,,,,,,,"22,22,22,0","50,50,50,0","55,55,55,0",70,,,1500,-300,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOTTOM,,,,,,,,TRUE,,,,,,,,,,,,,true,,,First:TargetPos,Animation_Roboengineer.swf,a_SwooshAttackSpecialRoboengineer1IWFXRIG,1,true,,,,,,,,,,,,,,,
CannonSmashSideBGWallRoboengineer,2967,670,Roboengineer Side Cannon - projectile explosion (if wall),,,,Once:SPC_Seven_Cannon_Side_C_Hit_Play,,SmashReleasePathExplosion,Cannon,CannonSmashSideRoboengineer,,TRUE,,,40,88,-34,-18,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,0:6,,,,,,,,,,,,,,,,,22,50,55,70,,,-1500,-300,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,BOTTOM,,,,,,,,TRUE,,,,,,,,,,,,,true,,,First:TargetPos,SFX_Roboengineer.swf,a_Roboengineer6Projectile1ExplodeWall,1,true,,,,-1.56,,,,,,,,,,,
CannonSmashSideBGInterruptRoboengineer,2968,670,Roboengineer Side Cannon - projectile dissipation (if interrupted),,,,,,SmashReleasePathExplosion,Cannon,CannonSmashSideRoboengineer,,TRUE,,,"61,66,66,61","55,59,59,55","-5,22,32,-5","-3,11,11,-3",,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,"0:1,0:2,0:1,0:20",,,,,,,,,,,,,,,,,0,0,0,,,,1500,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOTTOM,,,,,,,,TRUE,,,,,,,,,,,,,true,,,First:TargetPos,Animation_Roboengineer.swf,a_SwooshAttackSpecialRoboengineer1IWFXRIG,1,true,,,,,,,,,,,,,,,
CannonSmashSideWallRoboengineer,2962,670,Roboengineer Side Cannon - character movement of wall slam,,,,,,SmashRelease,Cannon,CannonSmashSideRoboengineer,,TRUE,,,"52,80,80,80","71,80,80,80","-14,118,118,118","-5,2,2,2",,,"700~0~0,-400~-50,-45~-40,-35~-25","0~0~0,-65~-55,-40~-30,-20~-8",,,,,,,,,,,,,,,TRUE,,,,,,,,,AttackSpecialRoboengineer1Wall,RoboengSCannon2,"0:2,0:1,0:4,0:4",15,,0,0,,0,,,,,,,,,,,"25,0,0,0","54,0,0,0","60,0,0,0",,,,-800,-700,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,true,,CannonSmashSideWallBGRoboengineer,2,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashSideWallBGRoboengineer,2963,670,Roboengineer Side Cannon - crab tank wall burrow,,,SPC_Seven_Cannon_Side_Wall_B2_Launch_Play,Once:SPC_Seven_Cannon_Side_C_Hit_Play,,PathExplosion,Cannon,CannonSmashSideRoboengineer,,TRUE,,,"61,61,57,0","82,93,107,0","-43,-43,-41,0","-13,-24,-32,0",,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,"0:1,0:2,0:1,0:18",,,,,,,,,,,,,,,,,"25,25,25,0","54,54,54,0","60,60,60,0",,,,"-800,-800,-800,0","-700,-700,-700,0",,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,BOTTOM,,,,,,,,,,,,,,,,,,,,,true,,,First:TargetPos,SFX_Roboengineer.swf,a_RoboengineerScannonWallFX,1,true,,,,-1.56,,,,,,,,,,,
CannonSmashDownRoboengineer,2930,670,"Roboengineer Down Cannon - charge, hits on slam down","Cannon,Special",,L:SPC_Seven_Cannon_Down_A_Charge_Play,Once:IMP_Cannon_Play,,Smash,Cannon,,,TRUE,,,"49&39&32&27,49&39&32&27,80","109&41&26&86,109&41&26&86,80","125&118&74&155,125&118&74&155,80","-31&-117&-136&-8,-31&-117&-136&-8,80",,,"!,!,!","!,!,!",,,,,,,,,,,,,,,TRUE,,,,,,,,,AttackSpecialRoboengineer8,RoboengDCannon,"18@12,0:1,0:16",,,,,,,18,,14,,,,,26,,,"2,2,0",0,"50,50,0",,,,"133,129,0","-193,-191,0",240,27,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,CannonSmashDownComboRoboengineer,,,,MAX:CannonSmashDown2Roboengineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashDown2Roboengineer,2931,670,"Roboengineer Down Cannon - charge level 2, forms a fist",,,,,,Smash,Cannon,CannonSmashDownRoboengineer,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,AttackSpecialRoboengineer8Charge,RoboengDCannon2,"0,50",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CannonSmashDown2ComboRoboengineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashDownComboRoboengineer,2932,670,Roboengineer Down Cannon - upward launch attack (charge level 1),,,SPC_Seven_Cannon_Down_B_Launch_Play,Once:SPC_Seven_Cannon_Down_C_Hit_1_Play,,PBAoE,Cannon,CannonSmashDownRoboengineer,,TRUE,,,"48,48,52,52,52,46,80","105,105,99,99,99,95,80","134,134,100,100,104,102,80","-135,-135,-207,-207,-204,-193,80",,,"0,0,100~0,!,!,!,!","0,0,-100~-50,-50~-50~-45,-45~-40,-35~-25,-20~-10",,,,,,,,,,,,true,,,TRUE,,.85,.85,,,,,,,RoboengDCannon,"0:0@16,0:2@20,0:1@21,0:2,0:4@23,0:4@25,0:4@27",,,,4,,0,,,,,,,,,,,"0,23,23,23,23,23,0","0,52,52,52,52,52,0","0,60,60,60,60,60,0",,,,200,-1500,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,CannonSmashDownRecoverRoboengineer,,,,,,,,,,,,,,CannonSmashDownBGRoboengineer,0,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashDown2ComboRoboengineer,2933,670,Roboengineer Down Cannon - upward launch attack (charge level 2),,,SPC_Seven_Cannon_Down_B_Launch_Tap_Play,Once:SPC_Seven_Cannon_Down_C_Hit_2_Play,,PBAoE,Cannon,CannonSmashDownRoboengineer,,TRUE,,,"49,49,52,52,52,52,80","121,121,102,102,102,94,80","137,137,100,100,106,106,80","-177,-177,-208,-208,-202,-194,80",,,"0,0,100~0,!,!,!,!","0,0,-130~-120,-115~-115~-115~-105,-90~-85,-75~-50,-35~-15",,,,,,,,,,,,true,,,TRUE,,.85,.85,,,,,,,RoboengDCannon2,"0:0@21,0:2@22,0:1@23,0:3,0:4@25,0:4@27,0:4@29",,,,4,,0,,,,,,,,,,,"0,26,26,26,26,26,0","0,58,58,58,58,58,0","0,70,70,70,70,70,0",,,,200,-1500,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,CannonSmashDown2RecoverRoboengineer,,,,,,,,,,,,,,CannonSmashDownBGChargeRoboengineer,0,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashDownBGRoboengineer,2953,670,Roboengineer Down Cannon - checking ground for FX (lvl1),,,,,,Path,Cannon,CannonSmashDownRoboengineer,,TRUE,,,10,10,105,85,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CannonSmashDownBGAirRoboengineer,,CannonSmashDownBGGroundRoboengineer,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashDownBGChargeRoboengineer,2959,670,Roboengineer Down Cannon - checking ground for FX (lvl2),,,,,,Path,Cannon,CannonSmashDownRoboengineer,,TRUE,,,10,10,105,85,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CannonSmashDownBGChargeAirRoboengineer,,CannonSmashDownBGChargeGroundRoboengineer,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashDownBGGroundRoboengineer,2954,670,Roboengineer Down Cannon - dummy entry for no FX on ground (lvl1),,,,,,PathExplosion,Cannon,CannonSmashDownRoboengineer,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,0:4,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashDownBGChargeGroundRoboengineer,2960,670,Roboengineer Down Cannon - launch smoke if ground (lvl2),,,,,,PathExplosion,Cannon,CannonSmashDownRoboengineer,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,0:4,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,First:Feet,SFX_Roboengineer.swf,a_SFXRoboengineerGroundJetIWFX,1,true,,,,,,,,,,,,,,,
CannonSmashDownBGAirRoboengineer,2955,670,Roboengineer Down Cannon - downward blast if air (lvl1),,,,Once:SPC_Seven_Cannon_Down_C_Hit_2_Play,,PathExplosion,Cannon,CannonSmashDownRoboengineer,,TRUE,,,"10,31&24&45,47,58","10,48&29&17,97,54","150,33&35&30,39,46","20,-64&-7&-93,-31,14",,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,"0:0,0:0,0:2,0:1",,,,,,,,,,,,,,,,,"0,20,20,20","0,35,35,35","0,45,45,45",,,,100,1500,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,First:OffsetCenter,SFX_Roboengineer.swf,a_SFXRoboengineerJetAirIWFX,1,true,,,,,,,,,,,,,,,
CannonSmashDownBGChargeAirRoboengineer,2961,670,Roboengineer Down Cannon - downward blast if air (lvl2),,,,Once:SPC_Seven_Cannon_Down_C_Hit_1_Play,,PathExplosion,Cannon,CannonSmashDownRoboengineer,,TRUE,,,"0,31&24&45,47,58","0,48&29&25,97,54","150,33&37&30,39,44","20,-62&-3&-115,-29,14",,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,"0:0,0:0,0:2,0:1",,,,,,,,,,,,,,,,,"0,20,20,20","0,35,35,35","0,45,45,45",,,,100,1500,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,First:OffsetCenter,SFX_Roboengineer.swf,a_SFXRoboengineerJetAirIWFX,1,true,,,,,,,,,,,,,,,
CannonSmashDownRecoverRoboengineer,2951,670,Roboengineer Down Cannon - recover (lvl1),,,,,,Nobody,Cannon,CannonSmashDownRoboengineer,,TRUE,,,,,,,,,!,!,,,,,,,,,,,,,,,TRUE,,,,,,,,,,RoboengDCannon,0,12,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashDown2RecoverRoboengineer,2952,670,Roboengineer Down Cannon - recover (lvl2),,,,,,Nobody,Cannon,CannonSmashDownRoboengineer,,TRUE,,,,,,,,,!,!,,,,,,,,,,,,,,,TRUE,,,,,,,,,,RoboengDCannon2,0,15,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpearSmashNeutralRoboengineer,2943,670,Roboengineer Neutral Spear - charge,"Spear,Special",,L:SPC_Seven_Spear_Neutral_A_Charge_Play,,,Smash,Spear,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialRoboengineer9,RoboengNSpear,"0,70",,,,,,,16,,14,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpearSmashNeutralComboRoboengineer,,,,,SpearSmashNeutralPURoboengineer,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpearSmashNeutralComboRoboengineer,2944,670,Roboengineer Neutral Spear - electric stab,,,SPC_Seven_Spear_Neutral_B_Launch_Play,Once:SPC_Seven_Spear_Neutral_C_Hit_Play,,SmashRelease,Spear,SpearSmashNeutralRoboengineer,,TRUE,TRUE,,"53&29&46,60&45&47,72&45","52&39&42,51&42&37,70&42","235&186&276,242&202&279,260&202","-172&-131&-204,-175&-134&-211,-178&-128",,,!,"0,!,!",,,,,,,,,,,,,,,TRUE,,,,,,,,,,RoboengNSpear,"0:1@30,0:4@31-32,0:0",19,,10,8,,6,,,,,,,,,,,"22,22,0","51,51,0","55,55,0",,,,1500,-900,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,true,,,#7:Feet,SFX_Roboengineer.swf,a_SwooshAttackSpecialRoboengineer9IW,1,true,,,,,,,,,,,,,,,
SpearSmashNeutralPURoboengineer,2934,670,"Roboengineer Neutral Spear - charge, flamethrower attack (in stance)","Spear,Special",,L:SPC_Seven_Spear_Neutral_A_Charge_FT_Play,,,Smash,Spear,SpearSmashNeutralRoboengineer,,TRUE,TRUE,,"80,92&67,72&95","80,68&44,76&69","80,290&241,282&345","80,-260&-190,-236&-295",,,!,!,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,AttackSpecialRoboengineer7,RoboengN2Spear,"5:12,0:1@6,0:79",,,,,,,16,,14,,,true,,28,,,"0,1,1",0,"0,50,50",,,,"0,294,298","0,-263,-267",,1,,,,,,,,,,,,,,,,,true,,,,,,,20,,,,,,,,,,,,SpearSmashNeutralPUMissRoboengineer,SpearSmashNeutralPUHitRoboengineer,,,,,,,,,,,,,,,,,,,,,,,BOTTOM,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpearSmashNeutralPUHitRoboengineer,2935,670,Roboengineer Neutral Spear - transition flame on hit (in stance),,,SPC_Seven_Spear_Neutral_C_Hit_FT_1_Play,,,SmashRelease,Spear,SpearSmashNeutralRoboengineer,,TRUE,TRUE,,72&95,76&76,282&345,-236&-288,,,0,0,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,AttackSpecialRoboengineer7Hit,RoboengN2Spear2,0:15,,,,,,,,,,,,true,,,,,t12,0,50,,,,298,-261,,30,,,,,,,,,,,,,,,,,true,,,,,,,20,,,,,,,,,,,,SpearSmashNeutralPUHit2Roboengineer,,,,,,,,,,,,,,,,,,,,,,,,BOTTOM,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpearSmashNeutralPUHit2Roboengineer,2936,670,Roboengineer Neutral Spear - final send flame on hit (in stance),,,SPC_Seven_Spear_Neutral_C_Hit_FT_2_Play,,,SmashRelease,Spear,SpearSmashNeutralRoboengineer,,TRUE,TRUE,,"80,68&56&70&55&45,100&100,60&47&55,71&50&39,64&49,125","80,55&44&60&64&49,62&46,68&77&64,80&60&48,57&42,119","80,168&275&215&276&310,218&229,266&180&268,269&249&204,292&252,257","80,-243&-172&-210&-275&-311,-262&-184,-292&-263&-208,-288&-218&-256,-301&-244,-225",,,"0,0,0,0,0,!,!","0,0,0,0,0,!,!",,,,,,,,,,,,,,,TRUE,,,,,,,,,,RoboengN2Spear2,"0:12@7,0:2@12,0:1@13,0:2@14,0:1@15,0:2@16,0:1@17",13,,5,25,,20,,,,,,,,,,,"0,13,13,13,13,13,0","0,54,54,54,54,54,0","0,65,65,65,65,65,0",,,,"-1500,1200,1200,1200,1200,1200,1200","600,-1500,-1500,-1500,-1500,-1500,-1500",,,,,,,,,,,,,2,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOTTOM,,,,,,,,TRUE,TRUE,,,,,,,,,,,,true,,,#26:Feet,SFX_Roboengineer.swf,a_SwooshAttackSpecialRoboengineer7dIW,1,true,,,,,,,,,,,,,,,
SpearSmashNeutralPUMissRoboengineer,2937,670,Roboengineer Neutral Spear - recover (in stance),,,SPC_Seven_Spear_Neutral_B_Launch_FT_Play,,,Nobody,Spear,SpearSmashNeutralRoboengineer,,TRUE,TRUE,,0,0,0,0,,,"!,!","0,!",,,,,,,,,,,,,,,TRUE,,,,,,,,,,RoboengN2Spear,"0:3@44,0:6",15,,2,18,,15,,,,,,,,,,,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,true,,,First:Feet,SFX_Roboengineer.swf,a_SwooshAttackSpecialRoboengineer7cIW,1,true,,,,,,,,,,,,,,,
SpearSmashSideRoboengineer,2938,670,Roboengineer Side Spear - charge,"Spear,Special",,L:SPC_Seven_Spear_Side_A_Charge_Play,,,Smash,Spear,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialRoboengineer4,RoboengSSpear,"0,70",,,,,,,19,,15,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpearSmashSideComboRoboengineer,,,,,SpearSmashSidePURoboengineer,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpearSmashSideComboRoboengineer,2939,670,Roboengineer Side Spear - forward electric attack,,,SPC_Seven_Spear_Side_B_Launch_Play,Once:SPC_Seven_Spear_Side_C_Hit_1_Play,,SmashRelease,Spear,SpearSmashSideRoboengineer,,TRUE,,,"80,80,92&79,78&74&38,82&83&86,48&72&76&64,52&93&74&34,54&98&73&57,46&66&65&75&72,49&70&78&56&43","80,80,27&29,34&29&24,26&25&35,28&33&40&34,26&37&34&24,28&39&38&31,35&28&42&47&38,34&40&45&41&33","80,80,54&-66,40&-67&118,-88&49&-32,-112&-62&-11&49,88&-9&-89&-152,102&13&-68&-110,90&-126&-106&-37&44,141&90&14&-72&-109","80,80,53&33,52&49&51,78&30&62,98&80&63&47,81&70&66&58,85&81&68&53,80&48&58&71&74,97&91&74&52&44",,,"!,20~35,45~50,52~55,60,60,60,60,60,60","!,-20~-25,-20~-17,-16~-15,-10~-8,-7~-5,-2~1,2~3,-4~-3,-3~-2","!,60,60,60,60,60,60,60,60,60",,,,,,,,,,,,,,TRUE,,,,,,,,,,RoboengSSpear,"0:0@33,0:4@34,0:2@36,0:1@37,0:2@38,0:1@39,0:2@40,0:1@41,0:2@42,0:1@43",0,,0,0,,2,,,,,,true,,,,,"0,0,t1,t1,t1,t1,t1,t1,t1,t1",0,"0,0,70,70,70,70,70,70,70,80",85,,,"1200,1200,150,150,145,145,196,196,198,198","-500,-500,7,7,14,14,16,16,-18,-18",,28,,,,,,,,,,,,,,,,,true,,,,,,,25,,,,,,,,,,,,SpearSmashSideCombo2Roboengineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpearSmashSideCombo2Roboengineer,2956,670,Roboengineer Side Spear - final send electric,,,,Once:SPC_Seven_Spear_Side_C_Hit_2_Play,,SmashRelease,Spear,SpearSmashSideRoboengineer,,TRUE,,,"61&70&66&68,59&72&68,80,80,80","35&39&41&40,30&33&33,80,80,80","118&53&2&-54,80&21&-52,80,80,80","95&81&69&54,82&66&56,80,80,80",,,"50~42,38~35,30,30,30","-3~-2,-1~0,-5~20,30~40,65~10",,,,,,,,,,,,,,,TRUE,,,,,,,,,,RoboengSSpear,"0:2@44,0:1@45,0:4@46,0:1@48,0:1@49",8,,0,0,,0,,,,,,,,,,,"10,10,0,0,0","42,42,0,0,0","58,58,0,0,0",85,,,1200,"-300,-300,-500,-500,-500",,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,true,,,#5:Feet,SFX_Roboengineer.swf,a_SPFXAttackSpecialRoboengineerSideIWFX,1,true,,,,,,,,,,,,,,,
